Tweet_ID,Entity,Sentiment,Tweet_Content,Cleaned_Text
1921193986456162383,Obama,Positive,Remember when Obama was given the Nobel Peace Prize for absolutely nothing?,remember obama given nobel peace prize absolutely nothing
